transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]], [[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]]]","[0.3465120196342468, 0.3465120196342468]","[3, 3]","[0, 0]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]], [[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]]]","[0.3465120196342468, 0.3465120196342468]","[3, 3]","[0, 0]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]], [[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]]]","[0.3465120196342468, 0.3465120196342468]","[3, 3]","[0, 0]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]], [[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]]]","[0.3465120196342468, 0.3465120196342468]","[3, 3]","[0, 0]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]], [[0.2825251519680023, 0.2825251519680023, 0.2760125398635864, 0.15893714129924774], [0.2825349271297455, 0.2825348973274231, 0.2759866416454315, 0.1589435636997223], [0.3464517891407013, 0.3464517891407013, 0.11195125430822372, 0.1951451450586319], [0.3465120196342468, 0.3465120196342468, 0.11182904988527298, 0.19514694809913635]]]","[0.3465120196342468, 0.3465120196342468]","[3, 3]","[0, 0]"
