transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.8321171402931213, 0.013766618445515633, 0.1337529718875885, 0.020363233983516693], [0.10073995590209961, 0.11575073003768921, 0.6520373225212097, 0.13147199153900146], [0.33333611488342285, 0.6511797904968262, 0.008771962486207485, 0.006712173577398062], [0.6503213047981262, 0.3431199789047241, 0.0047792415134608746, 0.0017795832827687263]]]",[0.8321171402931213],[0],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.8321171402931213, 0.013766618445515633, 0.1337529718875885, 0.020363233983516693], [0.10073995590209961, 0.11575073003768921, 0.6520373225212097, 0.13147199153900146], [0.33333611488342285, 0.6511797904968262, 0.008771962486207485, 0.006712173577398062], [0.6503213047981262, 0.3431199789047241, 0.0047792415134608746, 0.0017795832827687263]]]",[0.8321171402931213],[0],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.8321171402931213, 0.013766618445515633, 0.1337529718875885, 0.020363233983516693], [0.10073995590209961, 0.11575073003768921, 0.6520373225212097, 0.13147199153900146], [0.33333611488342285, 0.6511797904968262, 0.008771962486207485, 0.006712173577398062], [0.6503213047981262, 0.3431199789047241, 0.0047792415134608746, 0.0017795832827687263]]]",[0.8321171402931213],[0],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.8321171402931213, 0.013766618445515633, 0.1337529718875885, 0.020363233983516693], [0.10073995590209961, 0.11575073003768921, 0.6520373225212097, 0.13147199153900146], [0.33333611488342285, 0.6511797904968262, 0.008771962486207485, 0.006712173577398062], [0.6503213047981262, 0.3431199789047241, 0.0047792415134608746, 0.0017795832827687263]]]",[0.8321171402931213],[0],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.6831509470939636, 0.08351191133260727, 0.10980842262506485, 0.12352871149778366], [0.03905376419425011, 0.3315689265727997, 0.252774715423584, 0.3766026198863983], [0.06406234949827194, 0.9247201681137085, 0.0016858440358191729, 0.00953175313770771], [0.20299814641475677, 0.791405439376831, 0.00149184325709939, 0.0041046058759093285]]]",[0.9247201681137085],[2],[1]
