transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,1,4,True,True,0,0,"[[[0.4814438819885254, 0.06515635550022125, 0.394427090883255, 0.05897263437509537], [0.48126301169395447, 0.06513217836618423, 0.39463022351264954, 0.05897454544901848], [0.4815349876880646, 0.06516923010349274, 0.3943236768245697, 0.05897221714258194], [0.48153603076934814, 0.06516887247562408, 0.3943236768245697, 0.058971405029296875]]]",[0.48153603076934814],[3],[0]
silent_to_talk_no_evidence,2414,2415,3,1,4,True,False,0,0,"[[[0.4814438819885254, 0.06515635550022125, 0.394427090883255, 0.05897263437509537], [0.48126301169395447, 0.06513217836618423, 0.39463022351264954, 0.05897454544901848], [0.4815349876880646, 0.06516923010349274, 0.3943236768245697, 0.05897221714258194], [0.48153603076934814, 0.06516887247562408, 0.3943236768245697, 0.058971405029296875]]]",[0.48153603076934814],[3],[0]
talk_no_evidence_to_silent,1943,1944,2,1,4,False,True,0,0,"[[[0.4814438819885254, 0.06515635550022125, 0.394427090883255, 0.05897263437509537], [0.48126301169395447, 0.06513217836618423, 0.39463022351264954, 0.05897454544901848], [0.4815349876880646, 0.06516923010349274, 0.3943236768245697, 0.05897221714258194], [0.48153603076934814, 0.06516887247562408, 0.3943236768245697, 0.058971405029296875]]]",[0.48153603076934814],[3],[0]
silent_to_talk_with_evidence,847,848,3,1,4,True,False,0,2,"[[[0.4814438819885254, 0.06515635550022125, 0.394427090883255, 0.05897263437509537], [0.48126301169395447, 0.06513217836618423, 0.39463022351264954, 0.05897454544901848], [0.4815349876880646, 0.06516923010349274, 0.3943236768245697, 0.05897221714258194], [0.48153603076934814, 0.06516887247562408, 0.3943236768245697, 0.058971405029296875]]]",[0.48153603076934814],[3],[0]
talk_with_evidence_to_silent,929,930,3,1,4,False,True,2,0,"[[[0.26850298047065735, 0.2685030698776245, 0.21997341513633728, 0.24302051961421967], [0.2684234082698822, 0.2684246897697449, 0.2201041579246521, 0.24304769933223724], [0.2685418426990509, 0.26854413747787476, 0.21990594267845154, 0.24300801753997803], [0.2685436010360718, 0.2685437798500061, 0.21990689635276794, 0.24300572276115417]]]",[0.26854413747787476],[2],[1]
