transition_type,t_prev,t_curr,j,L,K,is_silent_prev,is_silent_curr,evid_class_prev,evid_class_curr,trans_probs_json,per_l_global_maxprob_json,per_l_global_argmax_prev_json,per_l_global_argmax_next_json
silent_to_silent,3139,3140,0,2,4,True,True,0,0,"[[[0.5535461902618408, 0.12224269658327103, 0.30196601152420044, 0.022245164960622787], [0.5268977284431458, 0.13394282758235931, 0.26960524916648865, 0.06955421715974808], [0.8561534881591797, 0.1276962012052536, 0.009026248008012772, 0.007124053314328194], [0.6338114738464355, 0.318401962518692, 0.025347597897052765, 0.022438978776335716]], [[0.13905727863311768, 0.527726411819458, 0.24337464570999146, 0.08984164893627167], [0.1339656561613083, 0.5239672660827637, 0.24665775895118713, 0.09540937840938568], [0.2744477391242981, 0.6049598455429077, 0.0015983242774382234, 0.11899407207965851], [0.14049699902534485, 0.8001259565353394, 0.0005410111043602228, 0.05883602052927017]]]","[0.8561534881591797, 0.8001259565353394]","[2, 3]","[0, 1]"
silent_to_talk_no_evidence,2414,2415,3,2,4,True,False,0,0,"[[[0.5535461902618408, 0.12224269658327103, 0.30196601152420044, 0.022245164960622787], [0.5268977284431458, 0.13394282758235931, 0.26960524916648865, 0.06955421715974808], [0.8561534881591797, 0.1276962012052536, 0.009026248008012772, 0.007124053314328194], [0.6338114738464355, 0.318401962518692, 0.025347597897052765, 0.022438978776335716]], [[0.13905727863311768, 0.527726411819458, 0.24337464570999146, 0.08984164893627167], [0.1339656561613083, 0.5239672660827637, 0.24665775895118713, 0.09540937840938568], [0.2744477391242981, 0.6049598455429077, 0.0015983242774382234, 0.11899407207965851], [0.14049699902534485, 0.8001259565353394, 0.0005410111043602228, 0.05883602052927017]]]","[0.8561534881591797, 0.8001259565353394]","[2, 3]","[0, 1]"
talk_no_evidence_to_silent,1943,1944,2,2,4,False,True,0,0,"[[[0.5535461902618408, 0.12224269658327103, 0.30196601152420044, 0.022245164960622787], [0.5268977284431458, 0.13394282758235931, 0.26960524916648865, 0.06955421715974808], [0.8561534881591797, 0.1276962012052536, 0.009026248008012772, 0.007124053314328194], [0.6338114738464355, 0.318401962518692, 0.025347597897052765, 0.022438978776335716]], [[0.13905727863311768, 0.527726411819458, 0.24337464570999146, 0.08984164893627167], [0.1339656561613083, 0.5239672660827637, 0.24665775895118713, 0.09540937840938568], [0.2744477391242981, 0.6049598455429077, 0.0015983242774382234, 0.11899407207965851], [0.14049699902534485, 0.8001259565353394, 0.0005410111043602228, 0.05883602052927017]]]","[0.8561534881591797, 0.8001259565353394]","[2, 3]","[0, 1]"
silent_to_talk_with_evidence,847,848,3,2,4,True,False,0,2,"[[[0.5535461902618408, 0.12224269658327103, 0.30196601152420044, 0.022245164960622787], [0.5268977284431458, 0.13394282758235931, 0.26960524916648865, 0.06955421715974808], [0.8561534881591797, 0.1276962012052536, 0.009026248008012772, 0.007124053314328194], [0.6338114738464355, 0.318401962518692, 0.025347597897052765, 0.022438978776335716]], [[0.13905727863311768, 0.527726411819458, 0.24337464570999146, 0.08984164893627167], [0.1339656561613083, 0.5239672660827637, 0.24665775895118713, 0.09540937840938568], [0.2744477391242981, 0.6049598455429077, 0.0015983242774382234, 0.11899407207965851], [0.14049699902534485, 0.8001259565353394, 0.0005410111043602228, 0.05883602052927017]]]","[0.8561534881591797, 0.8001259565353394]","[2, 3]","[0, 1]"
talk_with_evidence_to_silent,929,930,3,2,4,False,True,2,0,"[[[0.28783437609672546, 0.4696785807609558, 0.1570170670747757, 0.08546994626522064], [0.22907061874866486, 0.4302803874015808, 0.11721182614564896, 0.22343719005584717], [0.45995771884918213, 0.5069128274917603, 0.004849239718168974, 0.028280187398195267], [0.199459046125412, 0.7403862476348877, 0.007976832799613476, 0.05217780917882919]], [[0.032384149730205536, 0.90810626745224, 0.05667795240879059, 0.00283157080411911], [0.03140928968787193, 0.9077324867248535, 0.05783084034919739, 0.0030273781158030033], [0.057630062103271484, 0.938652753829956, 0.0003356250235810876, 0.003381628543138504], [0.02317982353270054, 0.9754171371459961, 8.925842848839238e-05, 0.0013137036003172398]]]","[0.7403862476348877, 0.9754171371459961]","[3, 3]","[1, 1]"
